Plate ID,Colony Counting - Single Colony Verification - HeLa-RFP - 24-well
Plate Name,Plate1
Plate Description,24-well Corning 3526 plate, RFP-Hela Gradient 125, 25, 5, 1 cell/well
Scan ID,
Scan Description,
Scan Result ID,
Scan Result Description,
Software Version,5.5.1.0
Experiment Name,
Application Name,Single Colony Verification
Plate Type,24-Well Corning 3526 Plate Well Wall
Acquisition Start/End Times,
Analysis Start Time,
User ID,Local Administrator

Scan Object-Level Data CSV Report

Well,Row,Column,Total,X Position (um),Y Position (um),Distance to Nearest Neighbor (um),Distance to Well Center (um),Area (um2),Form Factor,Smoothness,Aspect Ratio,Mean Intensity,Integrated Intensity
A2,A,2,True,-7132.98,-297.338,1351.24,7139.17,44784,0.503952,0.763294,0.934135,79.3095,394644
A2,A,2,True,-2498.05,-281.938,373.277,2513.91,42849,0.47232,0.785013,0.618933,127.706,608006
A2,A,2,True,-3049.5,-217.353,187.674,3057.24,41319,0.508311,0.847042,0.634111,124.067,569592
A2,A,2,True,-2862.52,-201.289,187.674,2869.58,46881,0.547975,0.848124,0.710795,127.7,665191
A2,A,2,True,4767.96,-98.5183,1546.41,4768.97,44073,0.614899,0.834021,0.806474,113.993,558224
A2,A,2,True,-3092.88,331.334,550.399,3110.58,22581,0.631295,0.845757,0.801898,123.758,310509
A2,A,2,True,3295.02,372.48,544.448,3316,39429,0.732725,0.892672,0.936836,124.404,545013
A2,A,2,True,2752.01,412.123,544.448,2782.7,74250,0.599508,0.837038,0.824812,123.931,1.02243e+06
A2,A,2,True,-918.923,447.993,203.113,1022.31,31797,0.578222,0.888919,0.556602,127.066,448923
A2,A,2,True,-1121.81,457.634,203.113,1211.56,65052,0.543949,0.823233,0.828736,124.981,903361
A2,A,2,True,-1339.63,689.513,224.678,1506.67,22617,0.633677,0.846822,0.872913,123.185,309565
A2,A,2,True,-2410.51,805.282,231.844,2541.46,80406,0.504168,0.79247,0.714819,125.153,1.11812e+06
A2,A,2,True,-1346.82,914.075,223.989,1627.72,20691,0.508457,0.84042,0.784692,122.129,280775
A2,A,2,True,-2423.52,1036.76,231.844,2635.97,18729,0.48677,0.887408,0.475979,125.199,260539
A2,A,2,True,-1347.4,1138.06,223.989,1763.71,54990,0.405727,0.729292,0.868778,122.252,746960
A2,A,2,True,3760.96,1400.88,1129.04,4013.39,62442,0.563166,0.817592,0.879323,119.857,831568
A2,A,2,True,-921.893,1542.13,178.381,1796.68,24066,0.578769,0.897319,0.58486,120.802,323024
A2,A,2,True,-1100.27,1543.57,178.381,1895.58,41193,0.599965,0.843531,0.985152,119.923,548886
A2,A,2,True,-6418.35,1761.36,690.614,6655.64,20376,0.553819,0.821794,0.758372,92.3366,209050
A2,A,2,True,-4597.48,1934.72,739.858,4987.98,44109,0.674608,0.854089,0.923901,115.652,566812
A2,A,2,True,-6046.63,2343.4,690.614,6484.85,44631,0.693031,0.880061,0.898948,98.075,486354
A2,A,2,True,-376.12,2357.26,980.972,2387.08,36252,0.657885,0.8673,0.77938,115.663,465889
A2,A,2,True,-4882.74,2617.37,130.479,5540.02,15444,0.651128,0.915058,0.517924,109.829,188467
A2,A,2,True,-5013.22,2618.3,130.479,5655.78,21807,0.622879,0.829827,0.784344,109.657,265699
A2,A,2,True,-2764.04,2832.78,871.445,3957.85,26037,0.591256,0.833826,0.79253,118.152,341813
A2,A,2,True,-6508.67,3197.25,970.847,7251.56,52020,0.633928,0.842047,0.933468,68.458,395687
A2,A,2,True,-1189.41,3333.6,1270.7,3539.43,35847,0.471231,0.767772,0.731473,107.798,429358
A2,A,2,True,-4872.56,3610.12,172.316,6064.22,24867,0.425853,0.84695,0.462679,99.1621,273985
A2,A,2,True,-3089.49,3641.18,209.105,4775.26,93186,0.554759,0.864686,0.536531,109.463,1.13338e+06
A2,A,2,True,-5038.95,3654.91,172.316,6224.9,40266,0.525213,0.854605,0.442784,98.0543,438695
A2,A,2,True,-2425.02,3695.47,465.018,4420.09,40500,0.726273,0.881811,0.91826,109.376,492192
A2,A,2,True,-2889.96,3703.73,209.105,4697.82,47745,0.404215,0.865183,0.358297,108.833,577361
A2,A,2,True,-4334.78,3836.17,583.35,5788.48,25137,0.542698,0.835268,0.858315,102.04,284998
A2,A,2,True,180.534,4169.8,1186.37,4173.71,68535,0.575002,0.809406,0.913151,100.288,763692
A2,A,2,True,-867.716,4725.36,1186.37,4804.37,25983,0.617389,0.86372,0.682807,99.4811,287202
A2,A,2,True,-725.207,6165.41,1447.08,6207.91,46017,0.653065,0.857136,0.837235,86.4119,441824
A2,A,2,True,-2653.36,6230.24,1929.24,6771.72,48015,0.496226,0.797713,0.753805,79.8963,426247
A3,A,3,True,2580.36,-6806.78,745.702,7279.45,40365,0.568022,0.844039,0.832618,77.7358,348645
A3,A,3,True,-1199.59,-6661.11,1003.24,6768.26,39978,0.680281,0.872359,0.796622,99.2922,441056
A3,A,3,True,-2201.06,-6601.55,1003.24,6958.82,70740,0.540953,0.807689,0.859325,96.8419,761177
A3,A,3,True,2156.63,-6193.16,745.702,6557.92,42516,0.633952,0.865549,0.850078,101.93,481516
A3,A,3,True,271.837,-6024.28,1369.06,6030.41,58482,0.630245,0.857708,0.873777,114.838,746220
A3,A,3,True,-4108.59,-5792.78,1224.37,7101.89,62370,0.681141,0.874644,0.818353,94.8397,657239
A3,A,3,True,4086.79,-5634.03,740.368,6960.18,62550,0.587187,0.826808,0.890417,84.3763,586415
A3,A,3,True,3282.15,-5445.7,821.265,6358.32,88884,0.664725,0.858982,0.911385,103.74,1.02454e+06
A3,A,3,True,1366.87,-5202.56,1015.79,5379.13,63387,0.67868,0.881925,0.793945,127.22,896010
A3,A,3,True,5186.81,-5071.38,674.87,7254.09,33417,0.620546,0.851941,0.955543,68.5454,254509
A3,A,3,True,4513.28,-5028.85,156.466,6757.14,37665,0.632689,0.873495,0.79174,88.7962,371612
A3,A,3,True,4511.71,-4872.39,156.466,6640.46,24192,0.524467,0.86376,0.517273,89.6689,241030
A3,A,3,True,3261.8,-4624.69,620.49,5659.25,39276,0.602224,0.840878,0.78723,119.092,519719
A3,A,3,True,-4306.46,-4584.51,1224.37,6289.94,38736,0.46519,0.76832,0.800959,115.217,495896
A3,A,3,True,641.551,-4491.41,1015.79,4537,52434,0.422172,0.725627,0.747639,134.58,784065
A3,A,3,True,3728.62,-4215.93,620.49,5628.2,41076,0.575062,0.835183,0.680882,120.687,550817
A3,A,3,True,5419.77,-3980.89,1024.25,6724.69,31590,0.655609,0.864607,0.808369,88.6658,311217
A3,A,3,True,4268.92,-3807.16,299.324,5719.98,32175,0.473986,0.773738,0.917411,117.156,418831
A3,A,3,True,6346.1,-3543.85,470.618,7268.55,53613,0.600818,0.838511,0.831102,64.8299,386192
A3,A,3,True,4200.31,-3515.8,299.324,5477.54,59886,0.619249,0.841846,0.830973,121.699,809783
A3,A,3,True,1796.3,-3365.45,1444.56,3814.83,44325,0.377546,0.713431,0.601104,141.05,694672
A3,A,3,True,3586.04,-3096.67,192.066,4738.04,69822,0.644804,0.858903,0.792947,132.715,1.02961e+06
A3,A,3,True,6283.04,-3077.47,197.858,6996.24,63837,0.709863,0.90645,0.722183,74.1142,525692
A3,A,3,True,3198.94,-3019.99,179.093,4399.27,16353,0.515457,0.858589,0.784402,136.363,247772
A3,A,3,True,3577.64,-2904.78,192.066,4608.39,26883,0.542445,0.939297,0.338759,132.494,395761
A3,A,3,True,6278.74,-2879.66,197.858,6907.6,44208,0.571968,0.905091,0.497549,79.5185,390595
A3,A,3,True,3193.73,-2840.97,179.093,4274.47,38493,0.6944,0.894058,0.913602,135.361,578941
A3,A,3,True,6604.24,-2810.56,332.757,7177.41,40320,0.698657,0.882461,0.825268,66.4299,297606
A3,A,3,True,-6277.78,-2593.79,484.388,6792.51,63396,0.577505,0.820937,0.874679,108.743,765986
A3,A,3,True,-6738.02,-2442.75,445.01,7167.14,42030,0.633548,0.87336,0.633576,94.3737,440725
A3,A,3,True,-7086.03,-2165.4,445.01,7409.51,32850,0.589088,0.851577,0.590269,87.6405,319888
A3,A,3,True,103.676,-1795.46,508.755,1798.45,54756,0.580925,0.818077,0.86799,134.005,815284
A3,A,3,True,1444.75,-1714.37,359.236,2241.96,49491,0.441315,0.734259,0.896842,135.295,743989
A3,A,3,True,-5793.46,-1700.68,393.357,6037.92,36621,0.478257,0.789202,0.824852,121.045,492534
A3,A,3,True,-5401.54,-1667.13,393.357,5652.95,16686,0.594131,0.848234,0.810963,124.086,230056
A3,A,3,True,-6256.06,-1564.81,482.142,6448.79,42039,0.550168,0.81827,0.832096,114.859,536505
A3,A,3,True,1128.11,-1544.7,281.303,1912.78,74142,0.536374,0.82136,0.957774,133.73,1.10167e+06
A3,A,3,True,847.574,-1523.89,281.303,1743.74,65637,0.483928,0.823467,0.911743,132.717,967907
A3,A,3,True,2061.39,-1501.4,652.382,2550.2,64656,0.612073,0.841281,0.785075,132.459,951587
A3,A,3,True,413.783,-1392.14,453.358,1452.33,22266,0.537907,0.8283,0.678425,132.184,327024
A3,A,3,True,-161.068,-1102.37,165.68,1114.07,43083,0.644025,0.86024,0.850936,130.986,627029
A3,A,3,True,-148.834,-937.138,165.68,948.883,20133,0.598016,0.934827,0.399012,132.689,296826
A3,A,3,True,-5201.8,-753.387,537.428,5256.08,38799,0.539318,0.784303,0.821536,124.569,537016
A3,A,3,True,3832.75,-533.805,763.135,3869.75,54549,0.659227,0.859355,0.887853,129.252,783396
A3,A,3,True,-5610,-403.806,335.553,5624.51,42075,0.559259,0.819069,0.831473,122.003,570365
A3,A,3,True,-243.51,-398.978,546.424,467.419,58275,0.486604,0.755459,0.958384,130.13,842590
A3,A,3,True,-6858.1,-279.746,264.557,6863.8,16686,0.425551,0.893234,0.39901,97.3484,180484
A3,A,3,True,-4325.64,-275.641,997.952,4334.41,47457,0.58726,0.819269,0.803358,127.703,673376
A3,A,3,True,-5905.16,-244.206,335.553,5910.21,38619,0.635988,0.85494,0.953181,118.239,507363
A3,A,3,True,1733.34,-218.841,1088.57,1747.1,40500,0.694836,0.884108,0.832178,126.821,570696
A3,A,3,True,-7106.26,-188.044,264.557,7108.74,93510,0.441304,0.791703,0.504537,93.2007,968355
A3,A,3,True,-872.152,-160.232,202.602,886.749,52983,0.675825,0.883171,0.936706,128.997,759403
A3,A,3,True,-1074.73,-156.974,202.602,1086.13,37224,0.606026,0.872705,0.692689,126.239,522124
A3,A,3,True,4490.48,-146.808,763.135,4492.88,54117,0.492725,0.785766,0.930688,123.998,745601
A3,A,3,True,-2652.25,-58.5504,248.173,2652.89,66357,0.390882,0.754494,0.697161,128.968,950884
A3,A,3,True,2793.92,26.4176,1088.57,2794.04,60093,0.553052,0.80216,0.958362,124.599,831950
A3,A,3,True,-1809.01,28.9193,618.351,1809.24,42939,0.571097,0.811752,0.767757,125.89,600623
A3,A,3,True,-2427.13,45.9091,248.173,2427.56,20196,0.718079,0.894821,0.788732,128.098,287452
A3,A,3,True,627.495,184.677,479.946,654.107,42912,0.504168,0.791476,0.718204,125.889,600241
A3,A,3,True,149.121,223.489,479.946,268.672,24075,0.485849,0.777444,0.826708,126.034,337142
A3,A,3,True,-2625,345.782,359.271,2647.67,28701,0.565486,0.817205,0.832955,126.728,404134
A3,A,3,True,-5760.48,396.623,656.96,5774.12,21717,0.609786,0.858386,0.685092,116.498,281109
A3,A,3,True,-1039.35,567.442,171.865,1184.17,18909,0.549,0.919921,0.440219,122.069,256467
A3,A,3,True,-867.57,572.706,171.865,1039.55,45414,0.587274,0.84702,0.921162,124.184,626630
A3,A,3,True,-6701.72,601.667,264.118,6728.67,93861,0.480273,0.815352,0.588965,98.8764,1.03118e+06
A3,A,3,True,-6964.65,626.682,264.118,6992.79,25398,0.442174,0.837266,0.390551,93.4142,263615
A3,A,3,True,4393.46,639.445,792.216,4439.75,71640,0.713242,0.88995,0.878641,119.473,951008
A3,A,3,True,-1711.68,659.487,490.297,1834.33,24354,0.440105,0.782352,0.686406,121.433,328599
A3,A,3,True,-2201.92,667.361,490.297,2300.83,60102,0.644373,0.83993,0.878882,123.29,823332
A3,A,3,True,-5088.03,927.589,181.607,5171.89,20736,0.404373,0.826661,0.443123,119.04,274268
A3,A,3,True,-6546.96,1106.98,528.482,6639.89,15489,0.612388,0.876196,0.545118,101.393,174498
A3,A,3,True,-5073.94,1108.65,181.607,5193.65,49563,0.623405,0.855043,0.761846,120.815,665327
A3,A,3,True,-4887.27,1123.49,187.257,5014.74,16794,0.574768,0.949763,0.393844,122.303,228217
A3,A,3,True,-4280.38,1314.09,636.121,4477.55,38313,0.544923,0.805268,0.960676,122.035,519501
A3,A,3,True,-2286.85,1454.91,449.944,2710.43,59985,0.462287,0.750665,0.865504,121.41,809197
A3,A,3,True,219.483,1490.93,723.09,1507,42705,0.629931,0.853565,0.836166,120.402,571308
A3,A,3,True,3288.2,1534.71,1419.52,3628.72,69930,0.417595,0.755681,0.733635,120.581,936912
A3,A,3,True,-7095.31,1766.4,857.624,7311.88,35964,0.364394,0.751039,0.78658,83.5586,333900
A3,A,3,True,5300.37,1796.86,1470.4,5596.66,59481,0.606166,0.840489,0.909592,106.997,707142
A3,A,3,True,-2570.47,1804.2,449.944,3140.46,52551,0.526365,0.804053,0.858929,120.096,701240
A3,A,3,True,1931.36,1951.86,403.801,2745.89,33174,0.662332,0.867723,0.92182,119.098,438995
A3,A,3,True,1515.02,2009.88,420.365,2516.92,19971,0.559542,0.842333,0.677151,119.105,264294
A3,A,3,True,-209.975,2072.68,438.766,2083.29,17064,0.639005,0.860151,0.839354,119.868,227269
A3,A,3,True,-3733.85,2166.57,1012.63,4316.9,42462,0.621199,0.848563,0.784086,116.424,549289
A3,A,3,True,1971.47,2353.66,403.801,3070.25,24516,0.711523,0.885354,0.92316,118.237,322077
A3,A,3,True,-493.405,2407.61,438.766,2457.65,60912,0.499991,0.787259,0.593887,119.152,806419
A3,A,3,True,-1397.05,2890.65,162.195,3210.54,22104,0.556304,0.850068,0.663812,115.219,282979
A3,A,3,True,-1396.98,3052.84,162.195,3357.29,33588,0.657878,0.861765,0.929411,113.133,422211
A3,A,3,True,-554.698,3140.84,735.787,3189.45,49788,0.698286,0.87982,0.954078,115.403,638409
A3,A,3,True,3916.79,3281.62,789.709,5109.82,37683,0.644312,0.871044,0.717967,106.433,445635
A3,A,3,True,-2052.78,3449.99,499.811,4014.51,27621,0.627226,0.858723,0.693713,108.637,333406
A3,A,3,True,3157.18,3497.59,655.673,4711.79,55080,0.698119,0.879592,0.935712,109.409,669583
A3,A,3,True,-5959.17,3513.64,869.532,6917.9,25704,0.631426,0.882512,0.66042,82.0791,234418
A3,A,3,True,-2318.46,3873.34,417.53,4514.2,38619,0.644368,0.849565,0.759028,110.253,473096
A3,A,3,True,-2734.92,3903.16,417.53,4765.97,25326,0.489069,0.78194,0.788878,108.594,305583
A3,A,3,True,2780.79,4034.46,655.673,4899.96,48888,0.683124,0.874515,0.796514,106.583,578960
A3,A,3,True,-5269.1,4042.68,705.105,6641.29,55503,0.621644,0.828616,0.834458,87.301,538385
A3,A,3,True,-3600.49,4296.47,950.739,5605.64,22833,0.659152,0.890134,0.863199,101.364,257160
