Plate ID,"Colony Counting - Single Colony Verification - HeLa-RFP - 24-well"
Plate Name,""
Plate Description,"24-well Corning 3526 plate, RFP-Hela Gradient 125, 25, 5, 1 cell/well"
Scan ID,"2012/1/30 15:56:07"
Scan Description,"Day 6"
Scan Result ID,"2026/04/21 22:59:20"
Scan Result Description,""
Software Version,"5.5.1.0"
Experiment Name,""
Application Name,"Single Colony Verification"
Plate Type,"24-Well Corning�?3526 Plate Well Wall"
Acquisition Start/End Times,"2012/1/30 15:56:07 - 2012/1/30 16:20:01"
Analysis Start Time,"2026/04/21 22:59:20"
User ID,"Local Administrator"

Scan Object-Level Data CSV Report

Well,Row,Column,Total,X Position (µm),Y Position (µm),Distance to Nearest Neighbor (µm),Distance to Well Center (µm),Area (µm²),Form Factor,Smoothness,Aspect Ratio,Mean Intensity,Integrated Intensity
A1,A,1,True,1247.31888997079,-2445.15676728335,216.337196978526,2744.9218622521,18486,0.361694532887305,0.713368382353849,0.529804166691274,125.629990262902,258044
A1,A,1,True,1031.88279445727,-2425.43187066975,158.344370527495,2635.81142359568,15588,0.400235598819218,0.822692579350749,0.418353378817135,125.896651270208,218053
A1,A,1,True,873.550752928053,-2423.45593976576,158.344370527495,2576.0880439005,32274,0.446282025994618,0.754302000357575,0.891755706871078,124.746793084216,447342
A1,A,1,True,661.832128099173,-2420.60433884298,211.737827813678,2509.45155980539,17424,0.69426022101242,0.889911161892874,0.752212595227033,124.370351239669,240781
A1,A,1,True,6227.5167673716,-2004.84712990937,862.857161479251,6542.27614077855,59580,0.379211108326098,0.743895621288348,0.566896281349224,73.2824773413897,485130
A1,A,1,True,-1238.2849551644,-1988.50863500498,873.257879114006,2342.54481743165,54198,0.53141423455048,0.79881020477685,0.986763595779802,124.944204583195,752414
A1,A,1,True,566.688502673798,-1883.66042780749,545.308236740626,1967.056803031,20196,0.616768744556273,0.856681876168633,0.744867705576117,125.570409982175,281780
A1,A,1,True,1841,-1800.31526104418,876.51459119305,2574.95942475771,26892,0.621361161720303,0.851399371471224,0.903132687257942,125.870816599732,376102
A1,A,1,True,5029.12513034411,-1583.98227320125,157.736064653796,5272.67478785431,34524,0.58988380974943,0.836529786310472,0.911347801013024,104.220802919708,399791
A1,A,1,True,4871.39141742523,-1583.12093628088,157.736064653796,5122.17983290855,20763,0.530440002055218,0.858189934729362,0.54222869755522,104.374512353706,240792
A1,A,1,True,112.916105445449,-1230.89109101405,794.995091522024,1236.05943417245,46773,0.585251891218385,0.832233273716027,0.778957422840063,126.769289974986,658820
A1,A,1,True,-1171.24215642952,-1117.82810428635,192.226543225598,1619.0577073502,61101,0.660401302753218,0.869402106312419,0.735985078097601,125.050228310502,848966
A1,A,1,True,4691.58091286307,-1046.79823651452,124.619779835274,4806.9447687602,17352,0.564357544533401,0.86623091787388,0.664696703197904,107.819502074689,207876
A1,A,1,True,-1196.38665358194,-927.253189401374,192.226543225598,1513.65105031643,27513,0.52497633302296,0.908735739077036,0.450950578568126,125.430814524043,383442
A1,A,1,True,4696.8094488189,-922.288188976378,124.619779835274,4786.50545826909,17145,0.499156410430825,0.791429264009308,0.598507046721092,107.886614173228,205524
A1,A,1,True,-4345.83102625298,-845.631503579952,294.890915839712,4427.34005341694,18855,0.563924503203202,0.827130115896358,0.902299544269055,112.582338902148,235860
A1,A,1,True,-4261.01889250814,-563.200000000001,294.890915839712,4298.07820337315,41445,0.589625591935778,0.829906980852148,0.899142056771725,112.990228013029,520320
A1,A,1,True,2626.05178529203,-336.550011823127,511.053456420215,2647.52977121951,38061,0.687805627602182,0.884637280345488,0.806035407665779,124.283045637266,525593
A1,A,1,True,4567.69677970932,-324.779139355942,306.512838714093,4579.22868622301,31581,0.595101413623974,0.845962385179825,0.846878222302779,110.162724422913,386561
A1,A,1,True,3533.15681601525,-308.644899904672,692.963124129731,3546.61229355454,18882,0.374351754415221,0.713136033290714,0.732064445699031,120.192087702574,252163
A1,A,1,True,4845.35514984499,-194.948673785739,139.786877677577,4849.27535963263,26127,0.561039900093335,0.844048053350915,0.736227979832936,106.043058904581,307843
A1,A,1,True,4985.11566390041,-192.233921161825,139.786877677577,4988.82070863551,17352,0.551277427918923,0.897707799259505,0.57307926513428,106.32520746888,204995
A1,A,1,True,-2581.15288077581,-184.229891614375,868.062742991971,2587.71923649022,15777,0.547925043869967,0.838836978134144,0.71093974279347,123.777524244153,216982
A1,A,1,True,2138.38024124067,-183.736071223435,511.053456420215,2146.2593039978,31338,0.511106006255091,0.794348933698014,0.741861228405638,124.984491671453,435196
A1,A,1,True,4201.3411122145,-124.994041708043,417.289540184939,4203.2000489682,18126,0.693056472626624,0.883337342160782,0.865585204674614,113.202085402185,227989
A1,A,1,True,-6667.46337475474,6.98626553302893,2473.07246629321,6667.46703490928,27522,0.59258934473827,0.838084714069159,0.795579672649272,85.2491824722041,260692
A1,A,1,True,1409.17089305402,10.3894707828003,391.67300622224,1409.20919204135,32652,0.51672238607997,0.791438120584052,0.908105658724581,126.850882028666,460215
A1,A,1,True,-3429.42999234889,160.102142310634,477.63714102835,3433.16512396281,23526,0.534235680722639,0.855446714333125,0.640378734304215,118.159908186687,308870
A1,A,1,True,5471.89103256675,205.987652415497,628.912300088532,5475.76683079476,58311,0.474262415117547,0.79997740348441,0.735846610168033,95.0870504707517,616069
A1,A,1,True,1690.05260273973,283.360547945205,391.67300622224,1713.64261156145,49275,0.578926026348967,0.868113789756465,0.606087079452333,126.157077625571,690710
A1,A,1,True,2690.45735559567,481.5625,820.643746998466,2733.21481477126,39888,0.527815894892647,0.786663802722633,0.929515360673071,122.478790613718,542826
A1,A,1,True,-1525.73275284662,485.117883456129,550.378733328729,1600.9996233472,40311,0.654826215551026,0.86404585648479,0.781254961529571,124.537843268587,557805
A1,A,1,True,-3161.34194341943,555.407134071342,477.63714102835,3209.76011063137,21951,0.464785030694783,0.788520767637042,0.868244359335903,118.89954899549,289996
A1,A,1,True,-2569.38582677165,683.75309336333,605.710103352504,2658.808345763,32004,0.545357500441265,0.839108910324137,0.73705231574347,123.323678290214,438539
A1,A,1,True,-1127.75848590825,865.293149557705,175.587038414078,1421.46805704861,43749,0.571843068745383,0.828845055659182,0.822564470369793,123.723925118288,601422
A1,A,1,True,3762.35487127713,894.529025744574,1018.18893164755,3867.23368253359,17829,0.52301979817364,0.80715345172432,0.867775133006906,115.493690055528,228793
A1,A,1,True,-1109.27156398104,1039.90426540284,175.587038414078,1520.48817287737,18990,0.634222240050161,0.926373782850868,0.551292738977659,124.022748815166,261688
A1,A,1,True,2142.68137782562,1351.12055974166,1027.71092291734,2533.10289049563,25083,0.679944964356541,0.89238757019257,0.796206996187458,122.818801578759,342296
A1,A,1,True,4368.92583616093,1712.3189529811,859.248587111708,4692.49924439128,37134,0.547902492731923,0.819320119591892,0.959948217999395,107.938439166263,445354
A1,A,1,True,-4087.01804123711,2034.4647766323,1744.84605283359,4565.38754069741,31428,0.657155710805733,0.858851740610998,0.992860451928989,113.78264604811,397329
A1,A,1,True,4427.21836455002,2569.58793969849,808.899052819478,5118.89095676524,19701,0.665300930606041,0.867223721019863,0.887842822001149,103.856098675194,227341
A1,A,1,True,-5924.69385026738,2722.77005347594,1962.34974793634,6520.38909755403,33660,0.578300311177797,0.842904878163443,0.702608708363426,90.2705882352941,337612
A1,A,1,True,5071.19241706161,3059.09289099526,808.899052819478,5922.41858083342,28485,0.566810497395959,0.827148771070515,0.804169854083865,86.5014218009479,273777
A1,A,1,True,2219.54572271386,3789.00589970501,2439.09677100425,4391.23546661037,18306,0.747199480397812,0.912536059865165,0.862392308645841,110.170108161259,224086
A1,A,1,True,-2289.7772572402,4862.53577512777,148.65561161555,5374.69385659982,21132,0.597476158893647,0.885423310470575,0.689906422721059,102.665672913118,241059
A1,A,1,True,-2290.46819603754,5011.1897810219,148.65561161555,5509.83371604604,25893,0.71662323695982,0.909677323383602,0.705294753168935,103.197080291971,296898
A1,A,1,True,-3780.74854651163,5296.8625,896.328720448342,6507.75014239607,30960,0.71652688733237,0.888304388813105,0.762101585373565,81.306976744186,279696
A1,A,1,True,-1868.89247910863,5545.39610027855,680.516330911948,5851.85244238552,16155,0.565148675798682,0.847918141818769,0.788212856796982,95.3175487465181,171095
A1,A,1,True,-3547.01787709497,6162.18044692737,896.328720448342,7110.11980777577,16110,0.577030507407831,0.881789228016493,0.560279494957035,63.7670391061452,114143
A2,A,2,True,-1928.74127906977,-6608.53052325581,433.320716521987,6884.23696558968,37152,0.56654186611178,0.840688079165782,0.759335768331493,84.3728197674419,348291
A2,A,2,True,-1636.64137214137,-6288.46101871102,433.320716521987,6497.94867360868,51948,0.59807339399668,0.835852436871052,0.887406111972066,92.9802494802495,536682
A2,A,2,True,1527.58337737844,-6155.47965116279,726.539290163329,6342.19525958655,68112,0.626206598368714,0.849527789973161,0.847670889132773,95.5767706131078,723325
A2,A,2,True,1766.12333234509,-5469.21583160391,726.539290163329,5747.3048847021,30357,0.571018340872975,0.824549317299461,0.702319424684781,106.828639193596,360333
A2,A,2,True,3577.48675867214,-5301.42558746736,1498.63654371729,6395.58635059587,24129,0.449660262467471,0.773629501646465,0.718653283802543,88.7463632972771,237929
A2,A,2,True,-1402.76679968077,-5214.56727853152,1099.06554892797,5399.95061057213,56385,0.599811603386664,0.839028677462871,0.879934846330254,110.319074221868,691149
A2,A,2,True,-5623.253293601,-4690.97506273526,1831.67751848624,7322.99287471991,57384,0.498830798103763,0.795336411413901,0.898205734944084,74.0010978670012,471831
A2,A,2,True,5045.45382059801,-4576.08305647841,165.240993186613,6811.54464094421,40635,0.650731534717049,0.868127136611035,0.781639300263163,75.0868217054264,339017
A2,A,2,True,4880.83937007874,-4561.70708661417,165.240993186613,6680.700898901,17145,0.475537561061592,0.88902203221781,0.395806667705529,76.5727034120735,145871
A2,A,2,True,1678.00497512438,-4550.49419568823,549.607981971472,4850.02042485745,16281,0.624753693606935,0.838291930362576,0.752743220517716,115.857932559425,209587
A2,A,2,True,-116.978076923078,-4543.68307692308,1013.58054956422,4545.18864008941,70200,0.595378690501723,0.833248886115625,0.793825801726284,118.129487179487,921410
A2,A,2,True,1142.36130286825,-4427.38940204181,255.807839970297,4572.39174432845,92565,0.572300483132164,0.821430995917158,0.876645999869956,118.718133203695,1221016
A2,A,2,True,887.35879120879,-4407.10714285714,255.807839970297,4495.55324659357,49140,0.491515002203215,0.856761092599719,0.665981981226163,118.088644688645,644764
A2,A,2,True,4718.6577046549,-4142.52006420546,449.467075941649,6279.02882745762,44856,0.624863967875609,0.83642214816838,0.947080084378491,88.8079855537721,442619
A2,A,2,True,-3083.90375,-3950.2915625,2103.47677236419,5011.51332114589,28800,0.524706046419837,0.819829984480389,0.789327538103926,116.719375,373502
A2,A,2,True,5463.24408246373,-3758.5726648002,837.749652061128,6631.28225769031,35361,0.616758652865476,0.846941258550614,0.815313470349118,80.5110715194706,316328
A2,A,2,True,-521.579975579974,-3606.14367114367,1021.11842299802,3643.66818575122,66339,0.56930537075399,0.817295044733289,0.787104409724843,123.299959299959,908844
A2,A,2,True,1476.62619604508,-3572.13172443121,918.25852237939,3865.30076184693,84654,0.489883309628504,0.754573113800932,0.856575622367386,123.274505634701,1159520
A2,A,2,True,-5672.66702298236,-2859.96419027258,1629.54628851046,6352.837659131,16839,0.665051529896439,0.849564980120606,0.792118392885735,100.662747194014,188340
A2,A,2,True,4616.00614353533,-2629.68667969841,1071.42442949376,5312.51021180563,32229,0.630588180267498,0.866864473781549,0.976054416239948,108.152750628316,387295
A2,A,2,True,-741.903832912554,-2515.57378930457,584.000321245741,2622.69570989974,39213,0.703193989522969,0.873731353331098,0.94475219386166,126.401422997475,550731
A2,A,2,True,203.945428773919,-2336.95729978738,611.037248084967,2345.83954245539,50796,0.579618232233362,0.815442446595035,0.829721467865435,128.785258681786,726864
A2,A,2,True,2531.85341581495,-2331.88084991931,1017.71727273615,3442.08512640148,33462,0.588080706049606,0.835452238997643,0.849218404708879,125.65653577192,467191
A2,A,2,True,6140.19013821442,-2315.46563317146,936.038312900206,6562.26455058189,48186,0.508332885474618,0.787997044502206,0.716479217140244,81.349458348898,435545
A2,A,2,True,-1235.14187309577,-2202.88766724069,584.000321245741,2525.52757283616,67941,0.599757687404976,0.818487169220122,0.921874651344728,127.516624718506,962623
A2,A,2,True,-4146.08734804142,-2132.17424583521,1691.19002692392,4662.21056068815,39978,0.496440615224624,0.803639002814996,0.792550315760171,119.011931562359,528651
A2,A,2,True,3710.28373086508,-2057.30811676753,1071.42442949376,4242.49007669313,50562,0.59726128971394,0.817874302627124,0.909117632326038,122.311142755429,687144
A2,A,2,True,1591.49122807018,-1942.69271664009,1017.71727273615,2511.35408103094,50787,0.480173908909877,0.757369557433966,0.827179592948269,128.606946659578,725729
A2,A,2,True,442.738091258565,-1774.51211766672,611.037248084967,1828.90958584543,53847,0.649815050497768,0.84689448336451,0.839878024948832,129.416513454789,774299
A2,A,2,True,5196.3624276217,-1720.5091143041,782.533298637488,5473.78608383649,41967,0.601542705251982,0.851111988715116,0.92682907823991,107.889770533991,503090
A2,A,2,True,5913.47932893948,-1407.29718394248,782.533298637488,6078.62839279775,45063,0.576902444404379,0.830922489626686,0.809912988360518,94.0411424006391,470864
A2,A,2,True,-6286.18245095971,-1350.32187302257,1176.44404856846,6429.57688868537,42669,0.659983555945525,0.865385306707248,0.941633140590951,99.630035857414,472346
A2,A,2,True,-2228.28288868445,-1097.3725850966,176.115214576132,2483.84202849648,39132,0.694184382882423,0.888599447361545,0.809754848167643,127.749310027599,555454
A2,A,2,True,-2214.8346065699,-921.771581359817,176.115214576132,2398.99045072343,23562,0.50420420107943,0.826513157412731,0.73560198474097,127.167685255921,332925
A2,A,2,True,1790.73887343533,-795.70966620306,1164.16053110101,1959.56617283556,25884,0.513172376405231,0.776933344373478,0.929773511337041,128.61578581363,369899
A2,A,2,True,-144.571428571429,-708.603571428572,1217.00184922886,723.201161089023,15120,0.632399171892282,0.866519081402285,0.83663968369005,130.255357142857,218829
A2,A,2,True,-5468.03472081218,-504.94923857868,1176.44404856846,5491.30015948398,44325,0.549625274777157,0.818510137606254,0.93369837237302,111.087512690355,547106
A2,A,2,True,6665.48881129979,-465.408347881288,1205.26878373935,6681.71729601308,56709,0.404688236998184,0.746772307985784,0.710022036287855,67.6875099190605,426499
A2,A,2,True,-7132.98010450161,-297.338424437299,1351.23662214972,7139.17469388883,44784,0.503951535060796,0.763293501477433,0.934135462551506,79.3094855305466,394644
A2,A,2,True,-2498.05482041588,-281.937618147447,373.276750742112,2513.91461794741,42849,0.472319500510624,0.785012584196707,0.618932982343674,127.705524049569,608006
A2,A,2,True,-3049.50076236114,-217.353082117184,187.67422847128,3057.23686716405,41319,0.50831094765065,0.847042177747405,0.634110596228101,124.06708778044,569592
A2,A,2,True,-2862.51526204646,-201.289498944134,187.67422847128,2869.58378303093,46881,0.54797475101284,0.848123790822715,0.710795344098473,127.700326358226,665191
A2,A,2,True,4767.95589136206,-98.5182764958136,1546.41315631798,4768.97360369901,44073,0.614898600850746,0.834020895730737,0.806474099623088,113.993056973657,558224
A2,A,2,True,-3092.87883618972,331.333599043443,550.398702189731,3110.57574239968,22581,0.631294942833671,0.845756904377022,0.801898108951485,123.758070944599,310509
A2,A,2,True,3295.01506505364,372.479570874229,544.447522052505,3316.00140374655,39429,0.732724678092793,0.892672272280542,0.936835692167295,124.403789089249,545013
A2,A,2,True,2752.01272727273,412.122545454546,544.447522052505,2782.69995571621,74250,0.59950813377735,0.837038269555156,0.824811529496436,123.931393939394,1022434
A2,A,2,True,-918.92329465044,447.993206906312,203.112507583617,1022.31009722365,31797,0.578222122022519,0.888919481327245,0.556601551750546,127.065666572318,448923
A2,A,2,True,-1121.80686220255,457.634200332042,203.112507583617,1211.56085171083,65052,0.543948553862517,0.823232627495085,0.828736317926281,124.980769230769,903361
A2,A,2,True,-1339.63231197772,689.512534818941,224.677824599008,1506.66594405236,22617,0.633676656130178,0.846821618120942,0.872912510537209,123.185435734182,309565
A2,A,2,True,-2410.50805910007,805.281732706515,231.843692667235,2541.46173923929,80406,0.5041681269125,0.792469756675433,0.714818727439451,125.153010969331,1118117
A2,A,2,True,-1346.8234014789,914.075250108743,223.989326468063,1627.71829185291,20691,0.508457477865899,0.840420052677899,0.784692347290986,122.129186602871,280775
A2,A,2,True,-2423.52474771744,1036.75973089861,231.843692667235,2635.97096767242,18729,0.486769646800603,0.887408193471972,0.475979026626142,125.198942815954,260539
A2,A,2,True,-1347.40180032733,1138.06382978724,223.989326468063,1763.71224756062,54990,0.40572704521697,0.729291563037202,0.868778407059031,122.252045826514,746960
A2,A,2,True,3760.96339002594,1400.88353992505,1129.03612214312,4013.39261891338,62442,0.563165960756212,0.817592243990861,0.879322770965493,119.857019313923,831568
A2,A,2,True,-921.892670157067,1542.13051608078,178.381256618856,1796.67821935841,24066,0.578769246770185,0.897318679708808,0.584860029910485,120.801795063575,323024
A2,A,2,True,-1100.26807952808,1543.57483067512,178.381256618856,1895.57724841857,41193,0.599965297643006,0.843530728238275,0.985151865987029,119.922656762071,548886
A2,A,2,True,-6418.34938162544,1761.35998233216,690.613502757538,6655.64405388185,20376,0.553819106543641,0.82179444621542,0.758371851083765,92.3365724381625,209050
A2,A,2,True,-4597.47602530096,1934.7176086513,739.858101696065,4987.97734842917,44109,0.674607944941089,0.854088842134818,0.923900680155427,115.652315853907,566812
A2,A,2,True,-6046.62734422263,2343.39927404719,690.613502757538,6484.84559550231,44631,0.693030585423878,0.880061265571284,0.898947862347631,98.0750151240169,486354
A2,A,2,True,-376.119662363455,2357.26166832175,980.972462095536,2387.07950712904,36252,0.657884877477439,0.86730039854497,0.779380266108833,115.662611717974,465889
A2,A,2,True,-4882.74300699301,2617.36888111888,130.478622402014,5540.01797219004,15444,0.65112845718314,0.915058390296291,0.517924486600548,109.829254079254,188467
A2,A,2,True,-5013.21832439125,2618.29756500206,130.478622402014,5655.77935451057,21807,0.622878953048038,0.8298270510188,0.784343800890864,109.657036731325,265699
A2,A,2,True,-2764.04493605254,2832.78430694781,871.445164826277,3957.85438567508,26037,0.591256244961972,0.833826437752393,0.792530134368131,118.15174559281,341813
A2,A,2,True,-6508.66937716263,3197.24982698962,970.846850416391,7251.56421176836,52020,0.633927807923528,0.842047445700921,0.933467932375938,68.4579584775087,395687
A2,A,2,True,-1189.41476274165,3333.5992970123,1270.70220173582,3539.4338178399,35847,0.471230905715882,0.767771681875096,0.731472829107631,107.797639969872,429358
A2,A,2,True,-4872.555917481,3610.11726384365,172.31556170649,6064.2186493959,24867,0.425852855976836,0.846950404302785,0.462679277526851,99.1621425986247,273985
A2,A,2,True,-3089.49256326058,3641.17809542206,209.104844500389,4775.26357607869,93186,0.554759171575917,0.864685587042582,0.536531160738247,109.462816302878,1133378
A2,A,2,True,-5038.94903889137,3654.90545373268,172.31556170649,6224.89689009137,40266,0.525213358761941,0.854604692306907,0.442784413421898,98.0543138131426,438695
A2,A,2,True,-2425.01866666667,3695.46666666667,465.018220540741,4420.08929979092,40500,0.726273342403801,0.881810830831571,0.918260123432108,109.376,492192
A2,A,2,True,-2889.96343072573,3703.73176248822,209.104844500389,4697.82051587714,47745,0.404215460806354,0.865183425897198,0.358296793153395,108.833364750236,577361
A2,A,2,True,-4334.78410311493,3836.16863587541,583.350449664705,5788.48365493866,25137,0.54269836660261,0.835267531739645,0.858314847725181,102.040100250627,284998
A2,A,2,True,180.534340118189,4169.80118187787,1186.36889312997,4173.70752980513,68535,0.57500231135554,0.809406391433049,0.913150963906836,100.287852921865,763692
A2,A,2,True,-867.715621752684,4725.35781087634,1186.36889312997,4804.36643492601,25983,0.617388577614544,0.863720302666121,0.682807392532729,99.4811222722549,287202
A2,A,2,True,-725.206532368472,6165.40504596128,1447.08150421214,6207.90978473066,46017,0.653064864854032,0.857135964698732,0.837234969778911,86.4118912575787,441824
A2,A,2,True,-2653.35501405811,6230.2427366448,1929.23831953837,6771.72189240983,48015,0.496226046974679,0.797712778669493,0.753805290910258,79.8963448922212,426247
A3,A,3,True,2580.35919732441,-6806.77525083612,745.701723286965,7279.45347554415,40365,0.568021972143401,0.844039222955835,0.832618452476474,77.7357859531773,348645
A3,A,3,True,-1199.59432687978,-6661.10850968032,1003.23791283072,6768.26367149048,39978,0.680281037628488,0.872358762247685,0.796621876290882,99.2922107158937,441056
A3,A,3,True,-2201.06297709924,-6601.55305343511,1003.23791283072,6958.82037032682,70740,0.540952707972172,0.807688589120906,0.859325154380752,96.8418575063613,761177
A3,A,3,True,2156.62637595258,-6193.1617273497,745.701723286965,6557.9180771464,42516,0.633952373795635,0.865548633763012,0.85007750647103,101.929720575783,481516
A3,A,3,True,271.837488457986,-6024.27931671283,1369.06089883355,6030.409348121,58482,0.630244989185763,0.857707826500359,0.87377683769627,114.838411819021,746220
A3,A,3,True,-4108.59437229437,-5792.78484848485,1224.36990279473,7101.89439634839,62370,0.68114059669524,0.874643893644446,0.818353495444148,94.8396825396825,657239
A3,A,3,True,4086.78805755396,-5634.03338129496,740.367866210351,6960.18453555016,62550,0.587187062923864,0.826808443028346,0.890416863040565,84.3762589928058,586415
A3,A,3,True,3282.14945321993,-5445.7035236938,821.265041008027,6358.31675062221,88884,0.664724535511385,0.858982391817675,0.911385219678761,103.740178209802,1024538
A3,A,3,True,1366.87491125941,-5202.5611245208,1015.79148492148,5379.12532642674,63387,0.678679698622676,0.881925307659674,0.793945447253845,127.219934686923,896010
A3,A,3,True,5186.80662537032,-5071.38190142742,674.869506944681,7254.09383445727,33417,0.620546161345513,0.851941009534952,0.955543384283898,68.5453810934554,254509
A3,A,3,True,4513.2788530466,-5028.84731182796,156.465647823087,6757.14372283414,37665,0.632688533006209,0.873494970328194,0.791740264746828,88.7961768219833,371612
A3,A,3,True,4511.71205357143,-4872.38950892857,156.465647823087,6640.46121749528,24192,0.524467246499479,0.863759858641583,0.517273292411459,89.6688988095238,241030
A3,A,3,True,3261.79926672777,-4624.6906507791,620.490312760896,5659.24889643754,39276,0.602224350682549,0.84087803876287,0.787229605612869,119.092346471127,519719
A3,A,3,True,-4306.46119888476,-4584.50906133829,1224.36990279473,6289.93890200794,38736,0.465189780875061,0.76832029684313,0.800958951580782,115.217472118959,495896
A3,A,3,True,641.551493305869,-4491.40834191555,1015.79148492148,4536.99649684586,52434,0.422171517284082,0.725626642892616,0.747638835065351,134.580329557158,784065
A3,A,3,True,3728.61963190184,-4215.92791411043,620.490312760896,5628.20153658159,41076,0.57506162721007,0.835182921350823,0.680881893226258,120.687335670465,550817
A3,A,3,True,5419.77264957265,-3980.89316239316,1024.2548486198,6724.68928229731,31590,0.655609041073851,0.86460682602596,0.808369012627876,88.665811965812,311217
A3,A,3,True,4268.92167832168,-3807.1572027972,299.323812917822,5719.97712079825,32175,0.473985721995438,0.773737812950967,0.917410787477008,117.155524475524,418831
A3,A,3,True,6346.10374349505,-3543.84774215209,470.618401375546,7268.55484554931,53613,0.600817978221505,0.838511114631906,0.831102114189493,64.8299479603827,386192
A3,A,3,True,4200.3088367899,-3515.80342651037,299.323812917822,5477.54215486083,59886,0.61924921652871,0.841845747905108,0.830973109178882,121.698677487226,809783
A3,A,3,True,1796.30294416244,-3365.44588832487,1444.55533435897,3814.83031004649,44325,0.377545642770602,0.713431351743965,0.601104471558656,141.050152284264,694672
